key,cod_produto,categoria_produto,date_from,date_to,version
2696,1473e2c8f813f1f2ec24bd8ff09ff55c,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2697,1583253d78b23f7808214770298e0118,consoles_games,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2698,166b38c4ecd6765dad14586d0a8f7086,papelaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2699,158477fa4a1d33fa290291caefbc7883,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2700,1584ce1843990c0f62e353fd0478c2df,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2701,16725bba96fafc08bce8931aa03c09fe,perfumaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2702,158566f2cfb3fd58a3770bc26f530f41,bebes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2703,16734715511e4a408f9b534c748032f2,instrumentos_musicais,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2704,1585769f68320ec146a93097b0a1ab18,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2705,16765bcb7b5644f6fd28a40c0cfa2a97,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2706,15859e3a8aaa3c192c10a91d8722abd5,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2707,167752e318335bf6bdd6906c4c470266,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2708,1585efae0c3719cefae4c6b411f07fb6,moveis_sala,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2709,167a34ebcfa0fb05f642dcc65619d85a,moveis_cozinha_servico_jantar_jardim,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2710,15873878161dd60a2de39df25443080e,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2711,1589d392201547c9b78a117c0e2191dd,livros_tecnicos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2712,167a7aad1e1e0717b9b5ab7d6c724ad5,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2713,159065411d54fa1f2232d949976883db,artes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2714,167b19e93baccb17916b9a6dd03264e7,eletronicos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2715,13384f6452c53eb1f29768dc57f75903,moveis_escritorio,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2716,15908820640cd392b3655fb94cbbc0a8,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2717,167b4b8c4bd0c401bea62f5e050d70a4,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2718,1594082822fb91eb12404f8e79b59e47,eletroportateis,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2719,13387d462f74993d258b62f8f85fd9b8,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2720,167b946cfe5de05aadc151871edf7bb9,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2721,1594615cd50616d0ac086f5581d04ac0,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2722,133eefb3fc03b13ebded258788747304,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2723,167eb9b9fa0dad61a47c00a96bccdf4d,ferramentas_jardim,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2724,147a0207903133d4593e9f5d14793e45,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2725,15964f2421f68d33a3f74b037ebf8822,ferramentas_jardim,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2726,1684f99c7e0e67403e52a7783366870f,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2727,133f594a246e5c52489304a4b5a39830,dvds_blu_ray,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2728,1596772dbdf700f2e7dd35248fcde3aa,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2729,147df4d924f569e480fbd77099707f08,cool_stuff,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2730,1686ad611d0c19159f8052758f93f660,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2731,1340fa675dcc9085a832da030acddae5,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2732,14814051ee1f5b23865b40f70a259d59,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2733,15994dc9c5505e5feb9780945ed1cc8a,pet_shop,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2734,168936313777f1f28b81922f681a1014,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2735,159afb2051a2a69bcd9a594ce5ed6452,malas_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2736,168a1b76a7598bdaefdc552324c1bbfb,papelaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2737,159cad5d8dadf4141e99b88d58c0c943,bebes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2738,159d2dfef362b9ad87fc748aeca593e8,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2739,168b1b45c68037b0490157ee10540349,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2740,159dc4423e5092c3baa443379a458fa9,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2741,16912e490fe2abaa95eb78b2f656f805,eletronicos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2742,159e7e73295b609960c0797eb64b3d39,pet_shop,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2743,1694be93ee57fcedd649a53f11848edb,perfumaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2744,159ea658243f5e5c4a18fa69d80adc16,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2745,1697727d6c82c23c7149c6c773683d2c,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2746,159ec57903b1ef5807cc73ebf66d12c6,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2747,169837a0e2864f37482261c3d7a2dd80,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2748,15a581e2cae15fe40ac430f07dc6aa12,casa_construcao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2749,169a5b175b7c1727d5654db38acda924,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2750,15a8b28443e64b840cc27ee2491507d4,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2751,169e1fedd1319ca92e90e057e7123005,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2752,15a9e834e89eab39d973492882c658d6,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2753,16a993ef9171a0380273f4fbcb0e8b71,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2754,15ae68f4be12b1e7037da33a1ef9753a,casa_conforto,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2755,13412655d22f10591e584156686ca50b,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2756,16aa6553ee2cf0a316e29f8808ab165c,perfumaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2757,15b0e8706bf37a95f2bb3665c4cc4c6c,fashion_underwear_e_moda_praia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2758,1341fe21db99218918b57ca553968a50,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2759,15b11b38d792e5d8189446d9131d0fb4,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2760,16afd9cf37e1b340bc46822fdd8240aa,malas_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2761,1342c0533d30a76542a5697aed78039f,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2762,15b142fc0f773fb67de91301d1701894,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2763,16afeb4db1b7fa1b52b58d3012ec56be,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2764,15b1da0aa0ff79960dd5ee9cd1ab17d3,pet_shop,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2765,16b06ede456b922e56fbb4b3818aa875,fashion_bolsas_e_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2766,15b1f9b06d0e709552d7d8638387e09b,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2767,15b3d40f375c0645c1eed4ed1cd8e17a,fashion_bolsas_e_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2768,16b089babc44efe9db1fde71b35d1252,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2769,15b3d4c8373cd64166af5504b49d289d,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2770,16b1b4ab7d5e3918d20c5d3da3cb8247,eletronicos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2771,15b47fee52c928cd7d75996f767efb8b,cine_foto,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2772,16b36661fe58157f31bb0c63492d5878,instrumentos_musicais,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2773,15b5589e105e35c3db7dc3ebbe55e13e,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2774,16b4473e98422039c388f144a0b16f55,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2775,15b5c55e291cc54d93c46c9a3c9bb9b2,livros_tecnicos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2776,15b5d9fcf84c060e00b0883def7d10e6,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2777,16b5adf7a7890633a2642ea9bd8a9ea5,eletrodomesticos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2778,15b97877de8d9061b450f77805b0f95d,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2779,16b691e994cb81b2e7e31c93ba603136,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2780,15ba996726b61ab95153368a8082c5d7,industria_comercio_e_negocios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2781,16ba44d9231d19fc57e0a4188d0ce1cf,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2782,15bb6bb477d5bbfe167f6dc44b6846a8,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2783,16bf176650a888512655cc94f61860e3,relogios_presentes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2784,15be8ab92cd1c32b16ff30292ef39991,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2785,1486ffdf6241755c77f5345b01232361,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2786,16c1c1a3dc1ddc2fd5e32ae7fe616b0b,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2787,15bef25125df6626665f702257bd1e79,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2788,14887e028cbb3d23280fe0aedf6631a3,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2789,16c47be00ea2407eaa988afdc442e863,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2790,15bfe701fea63d0f6384b743e492b3fb,fashion_bolsas_e_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2791,148c599356731b1d622e231d343e65bd,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2792,16c4e87b98a9370a9cbc3a4658a3f45b,instrumentos_musicais,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2793,15c078f58e790a7618352d6cc1571025,moveis_sala,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2794,148c9e8af97e807544e4487f137ad65e,construcao_ferramentas_construcao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2795,16c7b8541faaca79fa6cf9e5bc9c1622,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2796,15c2f1db81672725401439acc4872622,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2797,148d27957e1653a2e9c8c3771f5a5a0f,relogios_presentes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2798,15c30c08ae39469fbf52befff9569adb,eletronicos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2799,16c85ec4d9d97a526a3848d6ac11be61,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2800,148f68f014d7729ff8193dd7fefd1c7c,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2801,15c507fd1d486501a97bd53f82445f1e,pet_shop,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2802,16cb37c8d7713ae295b4c1a92a3f338c,perfumaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2803,1490307eb0bc9c499936ad716b79ca45,climatizacao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2804,15c53c3819865dc1083cf45b3b888b43,relogios_presentes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2805,16cbef36125de420ec9ae948425a6a68,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2806,1491a8ff192d4b5c369b0eaa2fe33ee5,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2807,15c6285354cb4294fba984d48fd19805,bebidas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2808,16cc7a098d176187b6d8e9519fa81585,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2809,1498bc64386d231c0b467a99561b1760,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2810,16ce899c7af0c99f46948734a0d00f0f,papelaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2811,16d096faa27582985f849f08370cf1ed,agro_industria_e_comercio,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2812,16d13ab2d640065882cddcafa3359116,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2813,15c8a0cce7382cf9029bfcb3998cfb7e,telefonia_fixa,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2814,149a3fb259da124e9a12b7e145b9d5db,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2815,16d47089f9bc7f16de16cc4bd3b9dd49,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2816,15cd17d090c2d99322fbbe56d7571fb6,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2817,149ab38a09937b9195cbcaa295cf4a44,casa_conforto,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2818,16d5f9047931834bc4634f3190e575fe,casa_construcao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2819,15cd31f93b25e5a517f05b1af31d353f,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2820,16d903db54452c6e230d4750b57926de,industria_comercio_e_negocios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2821,15cf6e60f6f3fc09598470e5d9a6d13c,bebes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2822,15d0beee06988a8a3a98717582e478e6,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2823,16d928f7b23b3d30bd5a9ff281eed9b8,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2824,134529314360d3cb9e5e052b0b7b4b39,construcao_ferramentas_construcao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2825,15d165bec0a8ecf3a213dfb0b891e715,moveis_sala,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2826,16dad26c65775eab24c647539df6cc53,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2827,1346e52897253207e49624d96aa60471,eletrodomesticos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2828,149c06c0927fb59eff16690d31497f12,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2829,16db4cae3a5ef838f492bd158ac9f69c,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2830,1347d4320dcd0acd750e37bb3d94a918,eletrodomesticos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2831,149de4383ccb1829ea75380fc5f0b5fa,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2832,149e60a7a51b85a834c055f8025ae3e5,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2833,16dd49ee10e688f75c41e83b4863f85b,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2834,14a0471af2a7bc596532fc8a6f29b1f8,relogios_presentes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2835,16e148a208d0f11df31eaf2f731ee460,malas_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2836,14a174908a08ad7cfb56d3814d8e0ea5,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2837,16e1eefb15c1601a11fefb18fd3d6036,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2838,14a5ea75139c76bd71255888d45a1f8d,fashion_bolsas_e_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2839,16e3cf9ffd35194d29e5560a23123732,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2840,14a804caa27d1d738183cbbad4d84346,eletronicos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2841,16e42459e56f3df24a195ca8bab5bb81,eletrodomesticos_2,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2842,14a931266aff3fb450bab1d076bdfd7d,construcao_ferramentas_seguranca,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2843,14aa47b7fe5c25522b47b4b29c98dcb9,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2844,16e556eacc104de6e97b84512d426240,perfumaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2845,14aa8b2c8709b5e12cf97b252e111a59,ferramentas_jardim,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2846,16ec3cff48acf77c13de21217bcc8af0,cool_stuff,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2847,14ad6805c263d8d758d648f46a06570e,bebes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2848,134830b1415ca0fa9d9f413259e1bcfe,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2849,16ed6a6e3fce23b741650437fe58d65b,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2850,14ae64f095e11f8010d2381ba2845cff,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2851,134957eeec87be2414ac629ee0b947a4,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2852,14b47a66430c89500f18cdaaef9e0c21,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2853,1349d35861565f14ad2d162ef37ddc34,eletroportateis,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2854,14b4ba1b43773a92e0abe6dc500fe18b,cool_stuff,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2855,14b6285353e31358b2273ae3818a4155,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2856,1349eb7b72fc4394d408917c76464af8,bebes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2857,14b8624897d00288696764cc34c26f05,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2858,15d20fc83a2c6720616bce544affa439,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2859,134a6fc4a713a799266ebd6a4f4008d4,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2860,14ba2925721da57b9f9edeff3d3c2d16,relogios_presentes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2861,15d30ec01983f8e4e69ff7ee703e5815,papelaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2862,14bc0f89b7126bb00dfa6432d85340de,relogios_presentes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2863,15d43d4703185739abdf015897e34974,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2864,15d44826d5399e2de342314886ff0e05,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2865,14bcfd08402831f2e770b142a1203d9e,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2866,14bd7e575a12cf8543db3afd53a844bd,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2867,15d46964df616d5206807cd84b95b73d,fashion_calcados,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2868,14c60b3a54996d02ff5d0d56d2aab05c,relogios_presentes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2869,15d5088ad671c687e6ee89b9ba4e0766,eletroportateis,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2870,14c6b9fe1b59f7ac6bd12e243d859461,relogios_presentes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2871,14d003b4fde082d755674f43f7ceef55,papelaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2872,14d171d5043b1b2e14498f580e6225eb,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2873,14d2c4a849afdde0e39ffad27a1dfc56,eletrodomesticos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2874,14d617ec6c1f7a295007b14080e84a97,ferramentas_jardim,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2875,15d8ac236009f0d5e74a5033a53ba460,pet_shop,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2876,14d6a43dc8ec3b5e86ef500845374ebd,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2877,15d9c7e1411ece24a0053b1e876e4d4c,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2878,134afbb1d3ef60a407f8e4491dd63622,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2879,14d8c1bbd5f367608c37522e99c47258,livros_interesse_geral,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2880,15dc5bc6f0f1e1a0d0255098726060c7,casa_conforto_2,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2881,14d9afd912784344d5bb9a12b23478d2,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2882,134e9349b6b54e115f640c6df85fd3bf,malas_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2883,14dffa241a078aeaebaef48a49e807ca,bebes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2884,15dde66eab29d86c576343ead646ccd2,cool_stuff,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2885,135679c12dc580ad4a0c87b494a46942,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2886,15de022edf1005363381e66bed514528,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2887,1357d7d30c1609c50ad43a42a204286c,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2888,15e71ca2be5a30e15c92ab4b36450571,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2889,1358be13996236fe81c97f6bc997fbb3,eletronicos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2890,15eb9e69b64370ff66882a2eff037862,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2891,135cd53710b2e374b08e9a4609d6c053,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2892,15ebe9dfd8d6e1cce0d81bce5de8cffc,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2893,135fb255f9873811c6aa6eba7fb17649,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2894,15f17270133dfedc0e1064782a60e374,cool_stuff,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2895,13600956946060355717f613fc076a67,climatizacao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2896,15f4274d2a06f9da4e476ad9bb5c80b9,papelaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2897,15f47d3a8c0c553dc9aba3d2d5dc88c3,fashion_bolsas_e_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2898,1360c66d6c12514a024be186b7e4925a,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2899,15f4e7802068bb117c1e6c0ad3edfefd,bebes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2900,1361837a82c3ee5591e56958e3d89bce,casa_construcao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2901,15f50a93f26d97e9c940e45271e8c177,eletronicos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2902,13641c883402cc251cdb1f7f817e9148,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2903,15f773b4fea5b2ab681b02620b0c3a95,NULL,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2904,1364bd15aa3e46ec4f3795a7aaf39e99,pet_shop,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2905,15fdd6032f35d4add5066fb90be28630,relogios_presentes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2906,136506394cd99737bf063eb20271b08e,casa_conforto,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2907,16f7c25c950c1c3f123fdc4a6cc390e0,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2908,16007704980fa90718364a0dd747133e,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2909,1600dcf1cea8c0c83702e07b577ab231,relogios_presentes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2910,136b005b69367b661e552c94cd28a37e,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2911,16fa9029e1cac929d673dc7805b6d46e,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2912,1603fa7aafd20f7aff7f05bf4616355b,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2913,136b6cbf8a83c5c36c45157cbf05a6ec,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2914,16fdd3b0ce3c745e93bb6809113649c1,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2915,16042ffa9e13c9207641ee169b044346,eletroportateis,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2916,14e31b2c05e808184df54e15e1a99e88,papelaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2917,136bcac25276c164961c1fea9c7b48ac,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2918,16048247166ec654c76c845f308c85f5,perfumaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2919,14e3a1344aba7a9d568e0aa446da24be,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2920,136da55add0b0a3c8c5404913a225e47,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2921,16078eb07519685083510f372565ddc7,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
2922,14e3c0e17eb29fa9b3492b3956d4371e,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
